5765.458429,5896.716476,5983.184524,6028.996749,6038.069921,6014.106280,5960.597287,5880.827868,5777.881302,5654.644554,5513.814034,5357.901658,5189.241205,5009.994872,4822.159995,4627.575879,4427.930692,4224.768392,4019.495646,3813.388710,3607.600238,3403.166004,3201.011497,3001.958418,2806.730966,2615.962071,2430.199133,2249.910157,2075.489120,1907.261421,1745.489060,1590.375617,1442.071010,1300.676041,1166.246732,1038.798439,918.309773,804.726285,697.963974,597.912576,504.438665,417.388558,336.591034,261.859874,192.996218,129.790756,72.025690,19.475612,28.081765,70.888740,109.173911,143.172331,173.117795,199.242229,221.774767,240.940901,256.961724,270.053265,280.425908,288.283895,293.824903,297.239696,298.711838,298.417468,296.525132,293.195670,288.582143,282.829812,276.076148,268.450884,260.076093,251.066306,241.528642,231.562964,221.262065,210.711860,199.991596,189.174072,178.325876,167.507627
4911.398411,5083.443632,5210.411916,5296.276812,5344.813227,5359.598973,5344.017182,5301.259413,5234.329389,5146.047273,5039.054349,4915.818203,4778.638111,4629.650752,4470.836119,4304.023583,4130.898078,3953.006346,3771.763264,3588.458083,3404.260727,3220.227997,3037.309698,2856.354670,2678.116701,2503.260307,2332.366359,2165.937613,2004.403782,1848.126994,1697.406514,1552.483551,1413.545808,1280.731855,1154.135300,1033.808752,919.767606,811.993626,710.438341,615.026250,525.657843,442.212442,364.550865,292.517921,225.944734,164.650907,108.446515,57.133872,10.506751,31.630805,69.504543,103.319951,133.290084,159.626907,182.540635,202.238884,218.925899,232.801865,244.062298,252.897521,259.492212,264.025025,266.668267,267.587647,266.942076,264.883513,261.556869,257.099942,251.643405,245.310820,238.218686,230.476524,222.186973,213.445925,204.342673,194.960079,185.374748,175.657234,165.872242,156.078840
4105.958241,4314.375567,4477.690257,4599.705876,4684.046087,4734.154709,4753.297084,4744.561997,4710.864305,4654.948146,4579.390682,4486.606255,4378.850940,4258.227394,4126.689974,3986.050051,3837.981491,3684.026242,3525.600005,3363.997943,3200.400406,3035.878622,2871.400365,2707.835537,2545.961677,2386.469356,2229.967462,2076.988340,1927.992801,1783.375027,1643.467041,1508.543556,1378.826106,1254.487283,1135.654732,1022.414971,914.817030,812.875921,716.575913,625.873653,540.701094,460.968273,386.565909,317.367842,253.233323,194.009137,139.531586,89.628305,44.119809,2.807906,34.450951,67.896181,97.702581,124.063237,147.170256,167.214099,184.382799,198.861267,210.830656,220.467816,227.944814,233.428526,237.080297,239.055647,239.504048,238.568745,236.386621,233.088109,228.797146,223.631159,217.701085,211.111420,203.960294,196.339577,188.334993,180.026263,171.487264,162.786193,153.985750,145.143335
3349.791724,3590.294804,3785.915027,3940.277750,4056.846860,4138.923777,4189.647695,4211.996085,4208.786511,4182.678735,4136.177495,4071.635746,3991.258340,3897.106048,3791.099898,3675.025753,3550.539092,3419.169948,3282.327966,3141.307531,2997.292951,2851.363654,2704.499368,2557.585278,2411.417119,2266.706192,2124.084296,1984.108547,1847.266080,1713.978633,1584.606969,1459.455170,1338.774836,1222.768848,1111.595510,1005.372000,904.177923,808.058640,717.028446,631.073571,550.155037,474.211344,403.161003,336.904925,275.328651,218.304444,165.693236,117.346436,73.107577,32.813608,3.688706,36.607698,66.083101,92.299092,115.430624,135.651744,153.134942,168.050440,180.565555,190.844130,199.046033,205.326724,209.836892,212.722139,214.122724,214.173363,213.003063,210.735011,207.486497,203.368874,198.487551,192.942012,186.825872,180.226948,173.227350,165.903605,158.326779,150.562631,142.671761,134.709792
2643.249401,2911.692625,3135.702082,3318.717775,3464.036667,3574.810417,3654.044371,3704.597243,3729.181798,3730.365835,3710.574170,3672.090925,3617.062395,3547.500235,3465.285047,3372.170228,3269.786078,3159.644091,3043.141404,2921.565363,2796.098169,2667.821570,2537.721583,2406.693204,2275.545093,2145.004228,2015.720459,1888.271018,1763.164913,1640.847230,1521.703304,1406.062778,1294.203525,1186.355429,1082.704084,983.394090,888.532697,798.192812,712.416106,631.215901,554.579939,482.472981,414.839269,351.604852,292.679759,237.960047,187.329708,140.662457,97.823367,58.670367,23.055146,9.165696,38.165165,64.087108,87.092541,107.339950,124.986960,140.189719,153.102251,163.875874,172.658688,179.595120,184.825533,188.485898,190.707511,191.616766,191.334969,189.978203,187.657220,184.477385,180.538632,175.935474,170.757020,165.087029,159.003977,152.581153,145.886765,138.984060,131.931467,124.782742
1986.396133,2278.785181,2527.402558,2735.497109,2906.192643,3042.484658,3147.238122,3223.186495,3272.930838,3298.940332,3303.553092,3288.977778,3257.295411,3210.461939,3150.311024,3078.557205,2996.799324,2906.524194,2809.110451,2705.832564,2597.864948,2486.286169,2372.083198,2256.155686,2139.320256,2022.314755,1905.802485,1790.376365,1676.563037,1564.826873,1455.573899,1349.155611,1245.872675,1145.978514,1049.682767,957.154617,868.526038,783.894678,703.327048,626.861147,554.509149,486.259931,422.081450,361.923000,305.717326,253.382627,204.824414,159.937261,118.606428,80.709356,46.116992,14.693976,13.687867,39.185460,61.931460,82.070610,99.746434,115.101631,128.277493,139.413317,148.645879,156.108967,161.932972,166.244540,169.166268,170.816458,171.308910,170.752761,169.252360,166.907182,163.811772,160.055720,155.723667,150.895325,145.645532,140.044322,134.157006,128.044279,121.762335,115.362996
1379.028318,1691.529581,1961.118347,2190.846913,2383.661086,2542.394801,2669.767298,2768.380756,2840.718786,2889.146065,2915.908003,2923.131712,2912.826981,2886.888077,2847.095809,2795.120007,2732.522295,2660.759148,2581.185163,2495.056509,2403.534538,2307.689493,2208.504307,2106.878457,2003.631840,1899.508665,1795.181325,1691.254240,1588.267652,1486.701361,1386.978382,1289.468524,1194.491868,1102.322155,1013.190047,927.286300,844.764797,765.745474,690.317161,618.540096,550.448713,486.053915,425.345407,368.293882,314.853076,264.961703,218.545279,175.517822,135.783454,99.237871,65.769706,35.261661,7.588565,17.358116,39.728183,59.640128,77.224633,92.611634,105.930264,117.308315,126.871698,134.743973,141.045925,145.895196,149.405967,151.688694,152.849880,152.991897,152.212837,150.606411,148.261868,145.263950,141.692878,137.624353,133.129589,128.275359,123.124064,117.733816,112.158532,106.448046
820.692930,1149.641748,1436.717260,1684.772735,1896.570956,2074.780149,2221.969046,2340.603793,2433.045635,2501.549375,2548.262594,2575.225458,2584.371260,2577.527206,2556.415904,2522.657178,2477.770191,2423.175902,2360.199773,2290.074683,2213.944031,2132.864964,2047.811734,1959.679120,1869.285916,1777.378451,1684.634108,1591.664853,1499.020721,1407.193280,1316.619021,1227.682696,1140.720580,1056.023649,973.840656,894.381128,817.818243,744.291614,673.909950,606.753623,542.877116,482.311321,425.065761,371.130751,320.479326,273.069135,228.844214,187.736644,149.668107,114.551339,82.291477,52.787274,25.932005,1.591186,20.269238,39.850045,57.237179,72.548777,85.902434,97.414961,107.201878,115.376940,122.051701,127.335134,131.333303,134.149074,135.881882,136.627525,136.478007,135.521409,133.841797,131.519155,128.629352,125.244128,121.431099,117.253795,112.771705,108.040342,103.111321,98.032450
310.703666,652.611485,953.849736,1217.069099,1444.847360,1639.683419,1803.991323,1940.097403,2050.236229,2136.548466,2201.079264,2245.777317,2272.494587,2282.986521,2278.912765,2261.838405,2233.235380,2194.484433,2146.877246,2091.618830,2029.830133,1962.550804,1890.742105,1815.289922,1737.007861,1656.640402,1574.866082,1492.300694,1409.500482,1326.965321,1245.141851,1164.426578,1085.168909,1007.674122,932.206260,858.990947,788.218107,720.044603,654.596763,591.972827,532.245266,475.463026,421.653660,370.825313,322.968658,278.058755,236.056713,196.911318,160.560549,126.932995,95.949174,67.522759,41.561653,17.968522,3.339170,22.507447,39.604597,54.746283,68.039345,79.590171,89.504376,97.886338,104.838769,110.462320,114.855241,118.113086,120.328456,121.590784,121.986163,121.597198,120.502897,118.778590,116.495879,113.722600,110.522821,106.956857,103.081298,98.949057,94.609435,90.108194
151.839341,199.720294,511.963103,787.334942,1028.226168,1236.963608,1415.804637,1566.932311,1692.450804,1794.383155,1874.668273,1935.159377,1977.623076,2003.738940,2015.099447,2013.210642,1999.493040,1975.282922,1941.834015,1900.319287,1851.833125,1797.393639,1737.945134,1674.360722,1607.445037,1537.937022,1466.512778,1393.788453,1320.323135,1246.621754,1173.137970,1100.277021,1028.398548,957.819350,888.816096,821.627956,756.459175,693.481540,632.836796,574.638947,518.976481,465.914498,415.496746,367.747555,322.673700,280.266113,240.501550,203.344196,168.747089,136.653511,106.998279,79.708950,54.706916,31.908336,11.223849,7.423421,24.152724,39.042042,52.190326,63.694204,73.649887,82.152823,89.297273,95.175922,99.879525,103.496600,106.113167,107.812514,108.675010,108.777946,108.195416,106.998212,105.253759,103.026070,100.375723,97.359858,94.032191,90.443053,86.639428,82.665021
